App Name,Notes,Category,Deployment Model (Verified),Vendor Website,Installation Guide Link,Canonical Vendor,Canonical Product Name,Canonical Key,Canonical Group ID,Possible Duplicate,Enrichment Status,Third Party?,Co-Traveler?
Passagepoint,Stopware | 1 | 3 Important | Midlands | Enterprise Systems | Deitra Troy | Jason Myers | Retire | Visitor Management | Replaced by Fastpass,Unclassified,Unknown / Needs vendor check,,,,Passagepoint,Passagepoint,1226,Yes,,,
Passagepoint,Stopware | 3 Important | Retire | Visitor Management,Unclassified,Unknown / Needs vendor check,,,,Passagepoint,Passagepoint,1226,Yes,,,
Passport,1 | 9 Unknown | Unknown,Unclassified,Unknown / Needs vendor check,,,,Passport,Passport,1227,Yes,,,
Passport,9 Unknown | Unknown,Unclassified,Unknown / Needs vendor check,,,,Passport,Passport,1227,Yes,,,
PenradPDF,Acro Software Inc. | 1 Mission Critical | Retain,Unclassified,Unknown / Needs vendor check,,,,PenradPDF,PenradPDF,1229,Yes,,,
Pentapack,Pentapack | 1 | 3 Important | Pharmacy Systems | Kyle Porter | Retain | Application used alongside the device that handles unit dose blister packaging at GHS Compounding Pharmacy. Used with the Codesoft application,Unclassified,On-Premises,,,,Pentapack,Pentapack,1230,Yes,,,
Pentapack,Pentapack | 3 Important | Retain | Application used alongside the device that handles unit dose blister packaging at GHS Compounding Pharmacy. Used with the Codesoft application,Unclassified,On-Premises,,,,Pentapack,Pentapack,1230,Yes,,,
Performance Bridge,Philips Healthcare | 4 Best Effort | Relocate | Cloud Support | Phase I | Performance Bridge is a software platform offered by Philips Healthcare. It is designed to help healthcare organizations manage and optimize their clinical and operational performance by providing real-time analytics and actionable insights.,Unclassified,Cloud / SaaS (or Hybrid),,,,Performance Bridge,Performance Bridge,1231,Yes,,,
Personal Print Director,"Levi, Ray & Shoup, Inc. | 0 | 9 Unknown | TBD | Personal Print Director is a software solution designed to manage and control printing activities within an organization. It allows businesses to streamline their printing processes, improve efficiency, and reduce costs associated with printing.",Unclassified,Unknown / Needs vendor check,,,,Personal Print Director,Personal Print Director,1232,Yes,,,
Personal Print Director,"Levi, Ray & Shoup, Inc. | 9 Unknown | TBD | Personal Print Director is a software solution designed to manage and control printing activities within an organization. It allows businesses to streamline their printing processes, improve efficiency, and reduce costs associated with printing.",Unclassified,Unknown / Needs vendor check,,,,Personal Print Director,Personal Print Director,1232,Yes,,,
Perspective,Perspective | 1 | 3 Important | Midlands | Enterprise Systems | Deitra Troy | Jason Myers | Retire | Security Application incident reporting application | To be replaced by OmniGo,Unclassified,Unknown / Needs vendor check,,,,Perspective,Perspective,1233,Yes,,,
Perspective,Perspective | 3 Important | Retire | Security Application incident reporting application,Unclassified,Unknown / Needs vendor check,,,,Perspective,Perspective,1233,Yes,,,
Pharmacy,0 | 9 Unknown | TBD,Unclassified,Unknown / Needs vendor check,,,,Pharmacy,Pharmacy,1234,Yes,,,
Pharmacy,9 Unknown | TBD,Unclassified,Unknown / Needs vendor check,,,,Pharmacy,Pharmacy,1234,Yes,,,
Pharmacy ChargeLink,Craneware | 1 | 4 Best Effort | Midlands | Aux Rev Cycle Systems | Karen Buchanan | Nicki Charlton | Retire,Unclassified,Unknown / Needs vendor check,,,,Pharmacy ChargeLink,Pharmacy ChargeLink,1235,Yes,,,
Pharmacy ChargeLink,Craneware | 4 Best Effort | Retire,Unclassified,Unknown / Needs vendor check,,,,Pharmacy ChargeLink,Pharmacy ChargeLink,1235,Yes,,,
Phillips ISCV,Phillips | 1 Mission Critical | Retain | Phillips IntelliSpace Cardiovascular,Unclassified,Unknown / Needs vendor check,,,,Phillips ISCV,Phillips ISCV,1237,Yes,,,
Physician Revenue Toolkit,"Craneware | 1 | 4 Best Effort | Midlands | Aux Rev Cycle Systems | Karen Buchanan | Nicki Charlton | Retire | Physician Revenue Toolkit is a software or tool specifically designed to help healthcare providers and medical practices optimize their revenue cycle management and maximize their financial performance. It provides various features and functionalities to streamline billing, coding, and reimbursement processes, ultimately improving revenue capture and financial outcomes. | Windows 2008 R2 server, powered off. Formerly Phase I",Unclassified,On-Premises,,,,Physician Revenue Toolkit,Physician Revenue Toolkit,1238,Yes,,,
Physician Revenue Toolkit,"Craneware | 4 Best Effort | Retire | Physician Revenue Toolkit is a software or tool specifically designed to help healthcare providers and medical practices optimize their revenue cycle management and maximize their financial performance. It provides various features and functionalities to streamline billing, coding, and reimbursement processes, ultimately improving revenue capture and financial outcomes.",Unclassified,Unknown / Needs vendor check,,,,Physician Revenue Toolkit,Physician Revenue Toolkit,1238,Yes,,,
Pic IX,"Philips Healthcare | 2 Critical | Retain | Philips IntelliVue Information Center iX (PIC iX) is a centralized monitoring system designed to integrate and display patient data from multiple medical devices. It provides healthcare professionals with real-time information on patients' vital signs and other relevant data, enabling them to monitor and manage patients more effectively in critical care settings.",Unclassified,On-Premises,,,,Pic IX,Pic IX,1239,Yes,,,
PickPro,"PeakLogix | 2 | 9 Unknown | Relocate | Phase II | PickPro WCS Description: Inefficiencies can be eliminated by keeping track of your inventory. Hospitals require medical equipment, while retail stores need clothes and automotive centers need parts. This inventory must be tracked every day to ensure that each industry has the equipment, clothes, and parts they require to fulfill orders. ScottTech Integrated Solutions' flagship product PickPro warehouse management software, WCS/WMS, was specifically designed for this purpose. Our warehouse management software (WCS/WMS), also called PickPro WCS/WMS is a software program that manages inventory, orders, and operators within a warehouse or distribution centre. It acts in the same way as a traffic officer at a busy intersection. The software talks to hardware and relays instructions to it. It keeps a list of all storage devices and relays instructions for operators. | Vendor was previously ScottTech",Unclassified,On-Premises,,,,PickPro,PickPro,1241,Yes,,,
PickPro,"PeakLogix | 9 Unknown | Relocate | Phase II | PickPro WCS Description: Inefficiencies can be eliminated by keeping track of your inventory. Hospitals require medical equipment, while retail stores need clothes and automotive centers need parts. This inventory must be tracked every day to ensure that each industry has the equipment, clothes, and parts they require to fulfill orders. ScottTech Integrated Solutions' flagship product PickPro warehouse management software, WCS/WMS, was specifically designed for this purpose. Our warehouse management software (WCS/WMS), also called PickPro WCS/WMS is a software program that manages inventory, orders, and operators within a warehouse or distribution centre. It acts in the same way as a traffic officer at a busy intersection. The software talks to hardware and relays instructions to it. It keeps a list of all storage devices and relays instructions for operators.",Unclassified,On-Premises,,,,PickPro,PickPro,1241,Yes,,,
PingDirectory,Ping Identity | 9 | 9 Unknown | Retain,Unclassified,Unknown / Needs vendor check,,,,PingDirectory,PingDirectory,1242,Yes,,,
PingDirectory,Ping Identity | 9 Unknown | Retain,Unclassified,Unknown / Needs vendor check,,,,PingDirectory,PingDirectory,1242,Yes,,,
PingFederate,"Ping Identity | 5 | 9 Unknown | Retain | PingFederate is an enterprise-level identity and access management (IAM) product offered by Ping Identity. It provides a secure and reliable solution for managing and federating user identities across multiple applications, services, and systems. | Is this Ping Identity IAM?",Unclassified,Unknown / Needs vendor check,,,,PingFederate,PingFederate,1243,Yes,,,
PingFederate,"Ping Identity | 9 Unknown | Retain | PingFederate is an enterprise-level identity and access management (IAM) product offered by Ping Identity. It provides a secure and reliable solution for managing and federating user identities across multiple applications, services, and systems.",Unclassified,Unknown / Needs vendor check,,,,PingFederate,PingFederate,1243,Yes,,,
PingID,Ping Identity | 14 | 9 Unknown | Retain | No,Unclassified,Unknown / Needs vendor check,,,,PingID,PingID,1244,Yes,,,
PingID,Ping Identity | 9 Unknown | Retain,Unclassified,Unknown / Needs vendor check,,,,PingID,PingID,1244,Yes,,,
Policy Tech,"NAVEX Global | 4 | 9 Unknown | Relocate | Phase I | √ | √ | Navex Policy Tech is an integrated and modular compliance and quality management (QM) system incorporating key features such as auditing, non-conformance management and document control. The enterprise software handles corrective and preventive action (CAPA), review management, and various other modules.",Unclassified,Unknown / Needs vendor check,,,,Policy Tech,Policy Tech,1245,Yes,,,
Policy Tech,"NAVEX Global | 9 Unknown | Relocate | Phase I | Navex Policy Tech is an integrated and modular compliance and quality management (QM) system incorporating key features such as auditing, non-conformance management and document control. The enterprise software handles corrective and preventive action (CAPA), review management, and various other modules.",Unclassified,Unknown / Needs vendor check,,,,Policy Tech,Policy Tech,1245,Yes,,,
Power IQ,"Sunbird | 2 | 9 Unknown | Retain | Power IQ is designed to provide real-time power monitoring and management capabilities for data centers and other critical facilities. It helps organizations optimize power usage, improve energy efficiency, and ensure the availability and reliability of power infrastructure. | Vendor documents the following platform options: Our application software, database,and hardened Linux® operating system are fully tested and ready to load on VMware, Hyper-V, Linux KVM, and Amazon Web Services.",Unclassified,Unknown / Needs vendor check,,,,Power IQ,Power IQ,1247,Yes,,,
Power IQ,"Sunbird | 9 Unknown | Retain | Power IQ is designed to provide real-time power monitoring and management capabilities for data centers and other critical facilities. It helps organizations optimize power usage, improve energy efficiency, and ensure the availability and reliability of power infrastructure.",Unclassified,Unknown / Needs vendor check,,,,Power IQ,Power IQ,1247,Yes,,,
PowerVM,IBM | 0 | 4 Best Effort | Midlands | Open Systems | TBD | Hypervisor for Unix Virtualization,Unclassified,Unknown / Needs vendor check,,,,PowerVM,PowerVM,1249,Yes,,,
PowerVM,IBM | 4 Best Effort | TBD | Hypervisor for Unix Virtualization,Unclassified,Unknown / Needs vendor check,,,,PowerVM,PowerVM,1249,Yes,,,
Praxis,"1 | 9 Unknown | Unknown | Praxis is a software tool used in the field of software engineering for formal specification and verification of systems. It is designed to assist in the development of high-quality, reliable, and secure software.",Unclassified,Unknown / Needs vendor check,,,,Praxis,Praxis,1250,Yes,,,
Praxis,"9 Unknown | Unknown | Praxis is a software tool used in the field of software engineering for formal specification and verification of systems. It is designed to assist in the development of high-quality, reliable, and secure software.",Unclassified,Unknown / Needs vendor check,,,,Praxis,Praxis,1250,Yes,,,
Premier,2 | 9 Unknown | Unknown | Which application?,Unclassified,Unknown / Needs vendor check,,,,Premier,Premier,1251,Yes,,,
Premier,9 Unknown | Unknown,Unclassified,Unknown / Needs vendor check,,,,Premier,Premier,1251,Yes,,,
Premier Pulse,Premier Inc. | 1 | 9 Unknown | Redeploy | Phase II | Comprehensive data and analytics platform designed to help healthcare organizations monitor and improve their performance across various key metrics.,Unclassified,Unknown / Needs vendor check,,,,Premier Pulse,Premier Pulse,1252,Yes,,,
Premier Pulse,Premier Inc. | 9 Unknown | Redeploy | Phase II | Comprehensive data and analytics platform designed to help healthcare organizations monitor and improve their performance across various key metrics.,Unclassified,Unknown / Needs vendor check,,,,Premier Pulse,Premier Pulse,1252,Yes,,,
PrimeSUITE,"Greenway Health | 1 | 4 Best Effort | Upstate | Epic Amb Clinical | Shauna Jones | Max Nemeth | Retire | Greer OB/GYN EMR | Currently being archived, servers were moved to EPIC in 2015",Unclassified,On-Premises,,,,PrimeSUITE,PrimeSUITE,1253,Yes,,,Yes
PrimeSUITE,Greenway Health | 4 Best Effort | Retire | Greer OB/GYN EMR,Unclassified,Unknown / Needs vendor check,,,,PrimeSUITE,PrimeSUITE,1253,Yes,,,Yes
Printing (VPSX),Yes - IaaS,Unclassified,Unknown / Needs vendor check,,,,Printing (VPSX),Printing (VPSX),1254,,,Yes,Yes
Prisma Health Forms Portal,Internal | 0 | 4 Best Effort | Upstate | DevOps | Eric Nguyen | Refactor | Web application for accessing Forms.  Forms Portal is designed to streamline and digitize various administrative processes related to patient forms and documentation | Migration to App Service?,Unclassified,Unknown / Needs vendor check,,,,Prisma Health Forms Portal,Prisma Health Forms Portal,1255,Yes,,,
Prisma Health Forms Portal,Internal | 4 Best Effort | Refactor | Web application for accessing Forms.  Forms Portal is designed to streamline and digitize various administrative processes related to patient forms and documentation,Unclassified,Unknown / Needs vendor check,,,,Prisma Health Forms Portal,Prisma Health Forms Portal,1255,Yes,,,
Proofpoint,"Proofpoint | 6 | 9 Unknown | Retain | On-Prem | No | Proofpoint is a cybersecurity company that provides various software solutions and services to help organizations protect against email and data security threats. Some of their key offerings include: | These appear to be secure email gateway virtual appliances. If Prisma moves their email service into the cloud (Microsoft Office 365, for instance), then they will no longer need these virtual appliances on-prem. If they maintain Microsoft Exchange on-prem, they will need these virtual appliances to remain on-prem.",Unclassified,Cloud / SaaS (or Hybrid),,,,Proofpoint,Proofpoint,1256,Yes,,,
Proofpoint,Proofpoint | 9 Unknown | Retain | On-Prem | Proofpoint is a cybersecurity company that provides various software solutions and services to help organizations protect against email and data security threats. Some of their key offerings include:,Unclassified,On-Premises,,,,Proofpoint,Proofpoint,1256,Yes,,,
PtCT,"2 | 9 Unknown | Retire | PtCT was purchased by, and intergartaed with , Meditech | Servers are powered down already",Unclassified,On-Premises,,,,PtCT,PtCT,1258,Yes,,,
PtCT,"9 Unknown | Retire | PtCT was purchased by, and intergartaed with , Meditech",Unclassified,Unknown / Needs vendor check,,,,PtCT,PtCT,1258,Yes,,,
Pulse Insights,"Pulse Insights | 0 | 4 Best Effort | Advanced Analytics | TBD | Learning and Improvement System that provides access to reports, insights, and recourses.  Allows all levels of clincial and operational leaders to monitor and improve within thier areas of the organization.",Unclassified,Unknown / Needs vendor check,,,,Pulse Insights,Pulse Insights,1259,Yes,,,
Pulse Insights,"Pulse Insights | 4 Best Effort | TBD | Learning and Improvement System that provides access to reports, insights, and recourses.  Allows all levels of clincial and operational leaders to monitor and improve within thier areas of the organization.",Unclassified,Unknown / Needs vendor check,,,,Pulse Insights,Pulse Insights,1259,Yes,,,
Pure,Pure | 2 | 9 Unknown | Unknown | Pure is a data storage and management company? | Which application?,Unclassified,Unknown / Needs vendor check,,,,Pure,Pure,1260,Yes,,,
Pure,Pure | 9 Unknown | Unknown | Pure is a data storage and management company?,Unclassified,Unknown / Needs vendor check,,,,Pure,Pure,1260,Yes,,,
Pyxis Connect,"BD (Becton, Dickinson and Company) | 1 | 9 Unknown | Retain | On-Prem | Pyxis® Connect Client is a software application developed by CareFusion, which is now part of BD (Becton, Dickinson, and Company). The Pyxis Connect Client is designed to facilitate communication and data exchange between BD Pyxis automated medication dispensing cabinets and the hospital's medication management system. The Pyxis Connect Client acts as a bridge between the Pyxis automated dispensing cabinets and the hospital's pharmacy or medication management system. It enables seamless integration of medication orders, patient information, and medication administration data between the systems, streamlining medication management processes and improving patient safety.",Unclassified,On-Premises,,,,Pyxis Connect,Pyxis Connect,1261,Yes,,,
Pyxis Connect,"BD (Becton, Dickinson and Company) | 9 Unknown | Retain | On-Prem | Pyxis® Connect Client is a software application developed by CareFusion, which is now part of BD (Becton, Dickinson, and Company). The Pyxis Connect Client is designed to facilitate communication and data exchange between BD Pyxis automated medication dispensing cabinets and the hospital's medication management system. The Pyxis Connect Client acts as a bridge between the Pyxis automated dispensing cabinets and the hospital's pharmacy or medication management system. It enables seamless integration of medication orders, patient information, and medication administration data between the systems, streamlining medication management processes and improving patient safety.",Unclassified,On-Premises,,,,Pyxis Connect,Pyxis Connect,1261,Yes,,,
Pyxis ES,"BD (Becton, Dickinson and Company) | 14 | 9 Unknown | Relocate | Phase III | Pyxis ES is a medication management system developed by BD (Becton, Dickinson and Company). It is designed to automate and streamline the medication dispensing and administration processes in healthcare settings, such as hospitals, long-term care facilities, and pharmacies.",Unclassified,Unknown / Needs vendor check,,,,Pyxis ES,Pyxis ES,1262,Yes,,,
Pyxis ES,"BD (Becton, Dickinson and Company) | 9 Unknown | Relocate | Phase III | Pyxis ES is a medication management system developed by BD (Becton, Dickinson and Company). It is designed to automate and streamline the medication dispensing and administration processes in healthcare settings, such as hospitals, long-term care facilities, and pharmacies.",Unclassified,Unknown / Needs vendor check,,,,Pyxis ES,Pyxis ES,1262,Yes,,,
Pyxis Supply,"BD (Becton, Dickinson and Company) | 17 | 9 Unknown | Relocate | Phase III | √ | √ | Pyxis Supply is a medication management system developed by BD (Becton, Dickinson and Company). It is designed to streamline and automate the inventory management and dispensing of medications in healthcare settings, such as hospitals and pharmacies. | Changed description to reflect that this is a supply management system, as opposed to a medication management system. This system is often integrated with hospital information systems for Inbound/ADT and Outbound.
The back-end database and integration servers should work to be migrated to Azure VMs; suggest analyzing expected bandwidth between back-end in Azure and on-prem supply stations and other on-prem systems it integrates with.",Unclassified,On-Premises,,,,Pyxis Supply,Pyxis Supply,1263,Yes,,,
Pyxis Supply,"BD (Becton, Dickinson and Company) | 9 Unknown | Relocate | Phase III | Pyxis Supply is a medication management system developed by BD (Becton, Dickinson and Company). It is designed to streamline and automate the inventory management and dispensing of medications in healthcare settings, such as hospitals and pharmacies.",Unclassified,Unknown / Needs vendor check,,,,Pyxis Supply,Pyxis Supply,1263,Yes,,,
QAS,0 | 4 Best Effort | Midlands | Systems Admin | Greg Johnson | TBD | Quality Assurance System | Which application?,Unclassified,Unknown / Needs vendor check,,,,QAS,QAS,1264,Yes,,,
QAS,4 Best Effort | TBD | Quality Assurance System,Unclassified,Unknown / Needs vendor check,,,,QAS,QAS,1264,Yes,,,
QL Server,"Navori | 2 | 4 Best Effort | Digital Transformation | Retain | Digital Signage Software that enables users to manage players, content, playlists, programs, real-time monitoring and playback reporting.",Unclassified,Unknown / Needs vendor check,,,,QL Server,QL Server,1265,Yes,,,
QL Server,"Navori | 4 Best Effort | Retain | Digital Signage Software that enables users to manage players, content, playlists, programs, real-time monitoring and playback reporting.",Unclassified,Unknown / Needs vendor check,,,,QL Server,QL Server,1265,Yes,,,
QS,General Electric (GE) | 4 Best Effort | Retire | Displays fetal strip and allows charting for mom/baby.,Unclassified,Unknown / Needs vendor check,,,,QS,QS,1267,Yes,,,
QS/1,"RedSail Technologies, LLC | 25 | 1 Mission Critical | Prisma | Pharmacy Systems | Kyle Porter | Relocate | Phase III | No | 1.0 | √ | √ | QS/1 is a pharmacy management software solution. It is designed to streamline and automate various aspects of pharmacy operations, including prescription processing, inventory management, billing, and patient management.",Unclassified,Unknown / Needs vendor check,,,,QS/1,QS/1,1268,Yes,,,
QS/1,"RedSail Technologies, LLC | 1 Mission Critical | Relocate | Phase III | 1.0 | QS/1 is a pharmacy management software solution. It is designed to streamline and automate various aspects of pharmacy operations, including prescription processing, inventory management, billing, and patient management.",Unclassified,Unknown / Needs vendor check,,,,QS/1,QS/1,1268,Yes,,,
Quick Charge,"MM Hayes | 2 | 4 Best Effort | Midlands | Enterprise Systems | Deitra Troy | Gary Graham | Retire | Employee Badge Deduction | Migrated to SaaS, on-prem servers are shutdown and retired",Unclassified,Cloud / SaaS (or Hybrid),,,QuickCharge,QuickCharge,QuickCharge QuickCharge,1272,Yes,,,
Quick Charge,MM Hayes | 4 Best Effort | Retire | Employee Badge Deduction,Unclassified,Unknown / Needs vendor check,,,QuickCharge,QuickCharge,QuickCharge QuickCharge,1272,Yes,,,
RAPID Reader,"Medtronic | 0 | 3 Important | Upstate | Epic Amb Clinical | Shauna Jones | Vicki Bridner | Retain | Endoscopy, PillCam endoscopy platform works with RAPID software.",Unclassified,Unknown / Needs vendor check,,,,RAPID Reader,RAPID Reader,1275,Yes,,,Yes
RAPID Reader,"Medtronic | 3 Important | Retain | Endoscopy, PillCam endoscopy platform works with RAPID software.",Unclassified,Unknown / Needs vendor check,,,,RAPID Reader,RAPID Reader,1275,Yes,,,Yes
RAPid™ Data Protection Suite,"BridgeHead Software | 2 | 9 Unknown | Redeploy | Cloud Support | Phase 0 Infra | The RAPid™ Data Protection Suite is a data protection solution offered by BridgeHead Systems. It is designed to help healthcare organizations protect and manage their critical data assets, ensuring data availability, integrity, and recoverability.",Unclassified,Cloud / SaaS (or Hybrid),,,,RAPid™ Data Protection Suite,RAPid™ Data Protection Suite,1276,Yes,,,
RAPid™ Data Protection Suite,"BridgeHead Software | 9 Unknown | Redeploy | Cloud Support | Phase 0 Infra | The RAPid™ Data Protection Suite is a data protection solution offered by BridgeHead Systems. It is designed to help healthcare organizations protect and manage their critical data assets, ensuring data availability, integrity, and recoverability.",Unclassified,Cloud / SaaS (or Hybrid),,,,RAPid™ Data Protection Suite,RAPid™ Data Protection Suite,1276,Yes,,,
RQI software,RQI | 0 | 3 Important | Upstate | Enterprise Systems | Deitra Troy | Sharon Barry | Retain | RQI Mannequins (BLS CPR Mannequins on a cart) clinical engineering supports the manneqins. Used my medical university students for CPR testing | No Servers,Unclassified,On-Premises,,,,RQI software,RQI software,1277,Yes,,,
RQI software,RQI | 3 Important | Retain | RQI Mannequins (BLS CPR Mannequins on a cart) clinical engineering supports the manneqins. Used my medical university students for CPR testing,Unclassified,Unknown / Needs vendor check,,,,RQI software,RQI software,1277,Yes,,,
RXWorks Pro,"ARxIUM | 5 | 2 Critical | Midlands | Pharmacy Systems | Kyle Porter | Relocate | Phase III | √ | √ | ARxIUM offers the RxWorks™ Pro software system to improve the safety, productivity and overall efficiency of your pharmacy. This scalable pharmacy software solution streamlines the functionality of your health system, improving each segment along the way, including inventory management, inventory replenishment, packaging, storage, accounting/transactions and beyond. | Columbia Pharmacy medication dispensing and inventory system",Unclassified,Unknown / Needs vendor check,,,,RXWorks Pro,RXWorks Pro,1278,Yes,,,
RXWorks Pro,"ARxIUM | 2 Critical | Relocate | Phase III | ARxIUM offers the RxWorks™ Pro software system to improve the safety, productivity and overall efficiency of your pharmacy. This scalable pharmacy software solution streamlines the functionality of your health system, improving each segment along the way, including inventory management, inventory replenishment, packaging, storage, accounting/transactions and beyond.",Unclassified,Unknown / Needs vendor check,,,,RXWorks Pro,RXWorks Pro,1278,Yes,,,
RaceKeeper,"RaceKeeper | 0 | 4 Best Effort | Midlands | Epic Amb Clinical | Shauna Jones | Retire | Vehicle monitoring and video system for Rehab driving recrdong and monitoring - per PC license.  
Workstation Only, no longer in use",Unclassified,On-Premises,,,,RaceKeeper,RaceKeeper,1279,Yes,,,Yes
RaceKeeper,"RaceKeeper | 4 Best Effort | Retire | Vehicle monitoring and video system for Rehab driving recrdong and monitoring - per PC license.  
Workstation Only, no longer in use",Unclassified,On-Premises,,,,RaceKeeper,RaceKeeper,1279,Yes,,,Yes
RadCalc,"LifeLine Software, Inc. | 2 Critical | Retain | RadCalc is a software solution developed by Lifeline Software Inc. It is used in radiation therapy treatment planning to calculate and verify radiation dose calculations. RadCalc helps radiation oncologists, medical physicists, and dosimetrists ensure accurate and safe radiation treatment delivery to cancer patients.",Unclassified,Unknown / Needs vendor check,,,,RadCalc,RadCalc,1280,Yes,,,Yes
Radimetrics,"Bayer Healthcare | 3 Important | Retain | Patient radiation monitoring. Will be maintained, two separate application instances (one at each application). Maintained separate as consolidation was cost-prohibitive",Unclassified,Unknown / Needs vendor check,,,,Radimetrics,Radimetrics,1282,Yes,,Yes,Yes
Report Exec Enterprise,"Competitive Edge Software, Inc. | 0 | 9 Unknown | Relocate | Cloud Support | Phase I | Report Exec Enterprise is a comprehensive software solution designed for incident reporting, investigation management, and security operations. It is commonly used by organizations in various industries, including security, law enforcement, healthcare, education, and corporate security. | May actually be Omnigo Report Executive",Unclassified,Cloud / SaaS (or Hybrid),,,,Report Exec Enterprise,Report Exec Enterprise,1286,Yes,,,
Report Exec Enterprise,"Competitive Edge Software, Inc. | 9 Unknown | Relocate | Cloud Support | Phase I | Report Exec Enterprise is a comprehensive software solution designed for incident reporting, investigation management, and security operations. It is commonly used by organizations in various industries, including security, law enforcement, healthcare, education, and corporate security.",Unclassified,Cloud / SaaS (or Hybrid),,,,Report Exec Enterprise,Report Exec Enterprise,1286,Yes,,,
Rhapsody,Orion Health | 3 | 2 Critical | Prisma | Clinical Device Integration GVL | Kaleb Ross | Retain | Rhapsody is a healthcare integration engine developed by Orion Health. It is designed to facilitate the exchange of health information between various healthcare systems and applications. Rhapsody acts as a bridge that enables interoperability and data exchange within healthcare organizations and across different healthcare entities.,Unclassified,On-Premises,,,,Rhapsody,Rhapsody,1287,Yes,,,
Rhapsody,Orion Health | 2 Critical | Retain | Rhapsody is a healthcare integration engine developed by Orion Health. It is designed to facilitate the exchange of health information between various healthcare systems and applications. Rhapsody acts as a bridge that enables interoperability and data exchange within healthcare organizations and across different healthcare entities.,Unclassified,Unknown / Needs vendor check,,,,Rhapsody,Rhapsody,1287,Yes,,,
RightFax,A centralized fax server solution for automated electronic fax transmission and management | Yes - IaaS,Unclassified,On-Premises,,,,RightFax,RightFax,1288,,,Yes,Yes
Room Alerts,"Room Alerts | 0 | 4 Best Effort | Midlands | Systems Admin | Greg Johnson | TBD | Room Alerts is a software solution that provides real-time monitoring and alerting for critical environmental conditions in various facilities, such as data centers, server rooms, laboratories, and healthcare facilities.",Unclassified,On-Premises,,,,Room Alerts,Room Alerts,1290,Yes,,,
Room Alerts,"Room Alerts | 4 Best Effort | TBD | Room Alerts is a software solution that provides real-time monitoring and alerting for critical environmental conditions in various facilities, such as data centers, server rooms, laboratories, and healthcare facilities.",Unclassified,On-Premises,,,,Room Alerts,Room Alerts,1290,Yes,,,
SAP BusinessObjects,"SAP | 6 | 9 Unknown | Relocate | Cloud Support | Phase I | √ | √ | SAP BusinessObjects Business Intelligence (BI) is a business intelligence platform. This technology provides capabilities for performance management, planning, reporting, query and analysis, and enterprise information management. This technology also includes functionalities for reporting data, scheduling and delivering documents, analyzing and exploring data, viewing and visualizing information, managing tasks, and customizing unique solutions. This technology stores organizational data in a relational database configured by the user such as a Microsoft Structured Query Language (SQL) Server database. System, auditing, lifecycle management, and monitoring data is stored in a proprietary vendor database. This technology can be deployed on-premises with optional functionality to be deployed on the cloud.",Unclassified,Cloud / SaaS (or Hybrid),,,,SAP BusinessObjects,SAP BusinessObjects,1291,Yes,,,
SAP BusinessObjects,"SAP | 9 Unknown | Relocate | Cloud Support | Phase I | SAP BusinessObjects Business Intelligence (BI) is a business intelligence platform. This technology provides capabilities for performance management, planning, reporting, query and analysis, and enterprise information management. This technology also includes functionalities for reporting data, scheduling and delivering documents, analyzing and exploring data, viewing and visualizing information, managing tasks, and customizing unique solutions. This technology stores organizational data in a relational database configured by the user such as a Microsoft Structured Query Language (SQL) Server database. System, auditing, lifecycle management, and monitoring data is stored in a proprietary vendor database. This technology can be deployed on-premises with optional functionality to be deployed on the cloud.",Unclassified,Cloud / SaaS (or Hybrid),,,,SAP BusinessObjects,SAP BusinessObjects,1291,Yes,,,
SAP Crystal Reports,SAP | 4 | 9 Unknown | Retire,Unclassified,Unknown / Needs vendor check,,,,SAP Crystal Reports,SAP Crystal Reports,1292,Yes,,,
SAP Crystal Reports,SAP | 9 Unknown | Retire,Unclassified,Unknown / Needs vendor check,,,,SAP Crystal Reports,SAP Crystal Reports,1292,Yes,,,
SDDC,"4 | 9 Unknown | Unknown | Software-Defined Data Center (SDDC) Solution, but which one?",Unclassified,Unknown / Needs vendor check,,,,SDDC,SDDC,1294,Yes,,,
SDDC,"9 Unknown | Unknown | Software-Defined Data Center (SDDC) Solution, but which one?",Unclassified,Unknown / Needs vendor check,,,,SDDC,SDDC,1294,Yes,,,
SDX,"DYN'R | 3 Important | Retain | Monitors respirations of pts receiving radiation. No servers, application runs locally on workstation only w/ local DB",Unclassified,On-Premises,,,,SDX,SDX,1295,Yes,,,Yes
SECA,Seca GmbH | 0 | 3 Important | Upstate | Epic Amb Clinical | Shauna Jones | Becca Gilmer | Retain | SECA Analytics 115 Software installed on a single computer. Calculates results sent from the SECA - Medical Body Composition Analyzer (mBCA 514),Unclassified,Unknown / Needs vendor check,,,,SECA,SECA,1296,Yes,,,Yes
SECA,Seca GmbH | 3 Important | Retain | SECA Analytics 115 Software installed on a single computer. Calculates results sent from the SECA - Medical Body Composition Analyzer (mBCA 514),Unclassified,Unknown / Needs vendor check,,,,SECA,SECA,1296,Yes,,,Yes
SGV Host Install Suite,0 | 3 Important | Upstate | Enterprise Systems | Deitra Troy | Dustin Junkins | TBD,Unclassified,Unknown / Needs vendor check,,,,SGV Host Install Suite,SGV Host Install Suite,1297,Yes,,,
SGV Host Install Suite,3 Important | TBD,Unclassified,Unknown / Needs vendor check,,,,SGV Host Install Suite,SGV Host Install Suite,1297,Yes,,,
